description,edibility_binary
"Marasmiellus ramealis (Bull. ex Fr.) Sing. syn. Marasmius ramealis (Bull. ex Fr.) Fr. Ast-Schwindling. Cap 3�10(15)mm across, convex then flattened or centrally depressed, whitish pink often darker in the centre, membranous and often wrinkled. Stem 3�20 x 1mm, scurfy, concolorous with cap, darkening towards the curved base. Flesh thin, concolorous. Gills distant, white or pinkish. Spore print white. Spores elongate, elliptical, 8.5�10.5 x 3�4um. Habitat on old stems. Season early summer to autumn. Frequent. Not edible. Found In Europe.",poisonous
"Marasmiellus vaillantii (Pers: Fr.) Sing. Syn. Marasmius calopus (Pers. ex Fr.) Fr. Rauber Schwindling. Cap 0.5�1.5cm across, centrally depressed, whitish with rusty-brown tinge at centre, surface uneven. Stem 10�30 x 1�2mm, rusty-brown. Flesh thin, concolorous. Gills distant, white to cream. Cheilocystidia hair-like with irregular knobbly swellings. Spore print white. Spores tear-shaped, 7�8.5 x 3�4.5um. Cap cuticle of irregularly branched hyphae. Habitat on leaf litter, dead grass and other debris. Season autumn. Uncommon. Not edible. Found In Europe.",poisonous
"Marasmius alliaceus (Jacq. ex Fr.) Fr. Knoblauch-Schwindling Marasme alliac�, Agaric porreau Garlic Parachute. Cap 1�4cm across, convex to broadly bell-shaped, whitish to pallid or clay-brown, often grooved or striate at margin. Stem 45�200 x 1�3mm, minutely velvety, clay-brown at apex becoming black below, base rooting. Flesh thin, whitish in cap, grey in stem. Smell strongly of garlic. Gills whitish to pallid. Spore print cream. Spores broadly elliptic, 7�11 x 6�8um. Cuticular cells rounded and smooth. Habitat on leaf litter, buried twigs and other debris, usually beech, especially on chalk. Season late summer to late autumn. Uncommon. Not edible. Found In Europe, reported from America but possibly an undescribed species with an onion scent.",poisonous
"Marasmius androsaceus (L. ex Fr.) syn. Androsaceus androsaceus (L. ex Fr.) Rea Pferdenhaar-Schwindling Horsehair Parachute. Cap 0.5�1cm across, convex often with the centre depressed, membranous and radially wrinkled, clay pink with red-brown centres. Stem 20�60 x 1mm, black, hair-like, stiff and tough. Flesh thin, white in cap, dark in stem. Gills distant, clay pink. Spore print white. Spores pip-shaped, 6.5�9 x 3�4um. Cuticular cells irregular with minute finger-like processes. Habitat on twigs, needles, leaves and dead heather associated with black horsehair-like mycelium. Season late spring to late autumn. Common. Not edible. Distribution, America and Europe. Note this species has now been published as the type for a new genus Setulipes.",poisonous
"Marasmius cohaerens (Pers. ex. Fr.) Cke. & Qu��l. Cap 1-3.5cm, convex-campanulate; dark yellowish brown to cinnamon, darker at disc; smooth, dry, or subhygrophanous at margin; tough, pliable, dry cap texture revives when remoistened. Gills adnexed, distant, broad; yellowish white to brownish at margin. Stem 20-75 x 0.75-3mm, long, slender; white pruinose at apex, yellow-brown below and reddish brown in lower half, with a basal pad of pale yellow or white mycelium; dry, very smooth and polished, pliant to cartilaginous or horny with age. Flesh pallid brown. Odor somewhat pungent, earthy. Taste none to slightly alkaline and with a bitter aftertaste. Spores subfusiform, smooth, (6)7-9.8(11) x 3-5.5��. Deposit white. Habitat in dense clusters or gregarious on decaying leaves, twigs, etc., in deciduous woods. Found widely distributed in North America. Season July-October. Edibility not known. Comment A drop of alkali (KOH) applied to the reddish areas of the stem turns green. However, this appears to be the first record of this reaction in this species.",poisonous
"Marasmius cystidiosus (Smith & Hesler) Gilliam Cap 2-5cm across, obtusely bell-shaped; pale tan to buff becoming pale, creamish, with a darker center; smooth, striate when moist. Gills adnate-seceding, crowded; pale buff. Stem 60-120 x 3-6mm, long, thin, sometimes twisted; whitish above, very pale gray-brown toward the white mycelium base; cartilaginous. Odor strong. Taste slight. Spores ellipsoid, 7-9 x 2.5-3.5�. Deposit white. Pleurocystidia subfusoid, apex often ripple-like, 36-67 x 3-8�. Habitat in clusters on decayed wood of deciduous trees. Not common. Found in northeastern North America. Season May-July. Edibility not known.",poisonous
"Marasmius delectans Morgan Cap 1-4cm across, convex to depressed at center; pale ochre then soon white; surface slightly sulcate in age. Gills adnate, distant, broad; white. Stem 20-80 x 1-3mm; dark brown, upper portion white; glabrous, with slightly swollen, hairy base. Odor not distinctive. Taste not distinctive. Spores ellipsoid, 6-8 x 3-5�. Deposit white. Habitat on fallen leaves of hardwood trees. Found in eastern and central North America. Season July-August. Edibility not known.",poisonous
"Marasmius epiphyllus (Pers. ex Fr.) Fr. syn. Androsaceus epiphyllus (Pers. ex Fr.) Pat. Adern-Schwindling Leaf Parachute. Cap 3�10mm across, flattened, sometimes depressed, white to creamy-white, membranous and radially wrinkled. Stem 15�30 x 1mm, hair-like, whitish near apex, reddish-brown below. Gills white, few, broadly spaced, branched and vein-like. Spore print white. Spores elongate elliptical, 10�11 x 3�4um. Cuticular cells smooth and subglobose. Habitat on fallen twigs and leaf petioles. Season autumn. Rare. Distribution, Found In Europe. Not edible.",poisonous
"Marasmius olidus Gilliam Cap 0.3-2cm across, cushion-shaped or convex becoming flatter and often umbilicate, then flat to concave with a wavy margin; light brownish to yellowish brown tinged with pink; dry, dull, finely velvety, minutely wrinkled on the disc. Gills adnate, adnexed, or subdecurrent, distant, moderately numerous; light yellowish brown. Stem 12-30 x l-2mm, tapering slightly to the base, straight or curved, hollow; white at the top, pale yellowish or light yellow-brown in the middle, grayish brown tinged pink or blackish brown below; dry, dull, with a bloom above and hairy below, with white mycelium on the basal disc. Flesh thin, firm; yellowish white. Odor pungent, of garlic. Taste like onion or garlic. Spores narrowly club-shaped and often curved, 10.2-16.5 x 2.8-3.8�. Deposit white. Habitat in deciduous woods. Found in Michigan and New Jersey. Season August-September. Edibility not known.",poisonous
"Marasmius oreades (Blot. ex Fr.) Fr. Fairy Ring Mushrooms, Nelkenschwindling Nymphe des montagnes, Faux Mousseron, Marasme des Or�ades Fairy Ring Champignon Fairy Ring Mushroom. Cap 2�5cm across, convex then flattened with a large broad umbo, tan when moist drying buff tinged with tan at the centre. Stem 20�100 x 3�5mm, whitish to pale buff, tough, rigid. Flesh thick at the centre of the cap, whitish. Smell of fresh sawdust. Gills white then ochre-cream, distant. Spore print white. Spores pip-shaped, 8�10 x 5�6um. Cuticular cells smooth, subglobose. Habitat often forming rings in the short grass of pasture or lawns. Season late spring to late autumn. Common. Edible and good. Distribution, America and Europe.",edible
"Marasmius rotula (Scop. ex Fr.) Fr. Fallschirm-Schwindling Marasme petite roue Collared Parachute. Cap 0.5�1.5cm across, convex, centrally flattened and ribbed like a parachute with the margin scalloped, whitish, sometimes dark brown in the depressed centre. Stem 20�70 x 1mm, white at apex dark brown below. Flesh white in cap, brown in stem. Gills whitish cream, attached to a collar free of the stem. Spore print white. Spores elongate elliptical, 7�10 x 3.5�5um. Cuticular cells subglobose with tiny dense finger-like processes. Habitat gregarious on dead twigs and roots, less frequently on leaves. Season summer to winter. Common. Not edible. Distribution, America and Europe.",poisonous
"Marasmius siccus (Schw.) Fr. Orange Pinwheel. Cap 0.5-3cm across, bell-shaped with flattened or depressed center, with deep, wide, radial pleats; rust-orange to rust-brown or pale tawny; minutely velvety. Gills attached or free, distant, broad; pallid to buff; edges even. Stem 20-70 X 1-2mm, equal; deep brown from base upward, yellowish above; smooth, dry, polished. Flesh very thin; pallid, dextrinoid. Odor slight. Taste slight. Spores spindle- to club-shaped, smooth, (13)16-21 x 3-4.5(5)�. Deposit white. Habitat scattered to gregarious on leaves, wood, twigs, etc., of deciduous trees. Very common. Found in Europe and east of the Great Plains in North America. Season July-October. Edibility not known.",poisonous
"Marasmius strictipes (Pk.) Singer Cap 2-6.5cm across, broadly convex becoming flatter with a broad umbo, margin slightly upturned with age; yellowish to orange-yellow; smooth. Gills adnate, close to crowded, narrow; yellowish to pinky-fawn. Stem 25-75 x 3-l0mm, hollow; minutely hairy. Flesh dextrinoid. Odor sometimes of radish. Taste sometimes of radish. Spores ellipsoid, smooth, 6-8 x 3-5�. Deposit white. Habitat scattered or in groups on fallen leaves under mixed woods or hardwoods. Found in northeastern North America, south to North Carolina and west to the Great Lakes. Season July-September. Not edible.",poisonous
"Marasmius sullivanti Montague Cap 0.5-2.5cm across, convex becoming flatter with a faintly lined margin; bright rusty red or orange-red; dull, unpolished. Gills free but reaching the stem, close, narrow but slightly swollen in the middle; white, with edges faintly pink at first. Stem 5-25 x 1-2mm; whitish at the top, reddish brown becoming darker, almost black, toward the base; hornlike and rigid with a faint bloom, rough stiff hairs on the base. Flesh pallid. Odor none. Taste faintly bitter. Spores ellipsoid, smooth, 7-9 x 3-3.5�. Deposit white. Habitat singly, scattered, or in groups on debris and humus in hardwood forests. Not common. Found in southeastern North America, north to New Jersey. Season July-August. Edibility not known.",poisonous
"Marasmius undatus (Berk.) Fr. syn. M. chordalis Fr. Saiten-Schwindling. Cap 1�2cm across, convex, dirty white to umber with a white bloom, becoming rust spotted with age. Stem 50�100 x 1�2mm, white at apex, reddish-brown towards the finely hairy base, entirely covered in a fine white velvet. Flesh white in cap, brownish in stem. Gills white to pale yellowish becoming rust spotted. Cheilocystidia and pleurocystidia thin-walled, fusiform. Spore print white. Spores almond-shaped, 8�11 x 6�7um. Cuticular cells smooth and subglobose. Habitat on rhizomes and dead stems of bracken. Season autumn. Occasional. Not edible. Found In Europe.",poisonous
"Melanoleuca alboflavida (Pk.) Murr. Cap 3-10cm across, broadly convex becoming flatter then often depressed with a low, broad umbo; margin incurved at first; yellowish brown to cream or whitish, the umbo remaining darker; smooth, dry to moist. Gills sinuate, crowded, narrow; whitish. Stem 30-100 x 4-l0mm, slender with a small bulb at the base, whitish, cartilaginous, longitudinally lined with minute hairs. Flesh solid; white. Spores ellipsoid to ovoid, ornamented with small warts, 7-9 x 4-5.5�. Deposit white. Habitat singly or in groups on the ground in deciduous or mixed woods and in open fields. Common. Found in northeastern North America, west to the Great Lakes. Season July-September. Said to be edible.",edible
"Melanoleuca arcuata (Fr.) Sing. s. Bresinky & Stangl. syn. Tricholoma friesii Bres. Dunkelbrauner Weichritterling. Cap 4�12cm, flattened convex, slightly umbonate or centrally depressed, reddish-brown to blackish-brown when moist drying grey-brown. Stem 30�60 x 5�13mm, bulbous, whitish and mealy at apex, grey-brown and smooth below. Flesh white or tinged ochraceous in cap, brown in stem becoming darker towards the base. Taste and smell not distinctive. Gills white. Cheilocystidia thin-walled, lanceolate. Spore print white. Spores elliptic, minutely ornamented, amyloid, 7�9 x 4.5�5.5um. Habitat amongst grass in open woodland. Season autumn. Frequent. Edibility unknown -avoid. Found In Europe.",poisonous
"Melanoleuca cognata (Fr.) Konrad & Maubl. syn. Tricholoma cognatum (Fr.) Gillet Fr�hlings-Weichritterling Spring Cavalier. Cap 4�10(12)cm across, expanded convex and umbonate, ochre-brown to grey-brown, shiny. Stem 60�120 x 10�15mm, swollen at the base, cream flushed ochre to grey-brown. Flesh whitish to cream. Taste sweetish, smell floury. Gills ochraceous cream. Cheilocystidia thin-walled, hyaline, lanceolate, sometimes encrusted with crystals at apex. Spore print ochraceous cream. Spores elliptic, minutely warted, amyloid 9�10 x 5.5�6um. Habitat coniferous woods. Season spring and autumn. Occasional. Said to be edible. (Never eat any mushroom until you are certain it is edible as many are poisonous and some are deadly poisonous.) Found In Europe.",edible
